area1	b0	b1	b3
0.0	0.0102500002831	0.0205000005662	0.0232500005513
0.5	0.0104999998584	0.0252500008792	0.0332500003278
1.0	0.00899999961257	0.0225000008941	0.047499999404
1.5	0.00650000013411	0.019999999553	0.0672499984503
2.0	0.00949999969453	0.0234999991953	0.11249999702
2.5	0.0120000001043	0.019750000909	0.15150000155
3.0	0.0109999999404	0.0250000003725	0.193499997258
3.5	0.0109999999404	0.0254999995232	0.217250004411
4.0	0.00675000017509	0.0260000005364	0.259499996901
4.5	0.00975000020117	0.0257500000298	0.288249999285
5.0	0.0125000001863	0.0230000000447	0.306749999523
5.5	0.0130000002682	0.0234999991953	0.32025000453
6.0	0.0104999998584	0.0270000007004	0.299750000238
6.5	0.00850000046194	0.0292499996722	0.286749988794
7.0	0.00975000020117	0.0252500008792	0.257250010967
