area1	b0	b1	b3
0.0	0.0135000003502	0.0250000003725	0.0240000002086
0.5	0.0372500009835	0.0702499970794	0.0315000005066
1.0	0.113499999046	0.205500006676	0.0432499982417
1.5	0.216499999166	0.41424998641	0.0680000036955
2.0	0.369249999523	0.629000008106	0.111000001431
2.5	0.509500026703	0.802250027657	0.142000004649
3.0	0.653999984264	0.893000006676	0.191249996424
3.5	0.769500017166	0.894749999046	0.231499999762
4.0	0.852249979973	0.795000016689	0.240749999881
4.5	0.898750007153	0.636749982834	0.282000005245
5.0	0.878250002861	0.40625	0.295749992132
5.5	0.824500024319	0.231999993324	0.315499991179
6.0	0.728500008583	0.086249999702	0.295749992132
