area1	b0	b1	b3
0.0	0.0154999997467	0.0232500005513	0.0219999998808
0.5	0.0379999987781	0.0719999969006	0.0402499996126
1.0	0.111500002444	0.214249998331	0.0810000002384
1.5	0.215499997139	0.416249990463	0.15150000155
2.0	0.361999988556	0.636500000954	0.25
2.5	0.510999977589	0.777499973774	0.361999988556
3.0	0.632749974728	0.882000029087	0.439749985933
3.5	0.769999980927	0.877499997616	0.506250023842
4.0	0.851000010967	0.790000021458	0.575749993324
4.5	0.887250006199	0.615999996662	0.621249973774
5.0	0.89074999094	0.411249995232	0.592750012875
5.5	0.823499977589	0.229249998927	0.582000017166
6.0	0.732249975204	0.0790000036359	0.51599997282
6.5	0.61075001955	0.0332500003278	0.442750006914
7.0	0.472000002861	0.0734999999404	0.33575001359
7.5	0.318500012159	0.219500005245	0.243249997497
8.0	0.1875	0.430750012398	0.165250003338
8.5	0.0869999974966	0.654500007629	0.0982500016689
9.0	0.0324999988079	0.804750025272	0.0520000010729
9.5	0.0322499983013	0.879999995232	0.0347499996424
10.0	0.0869999974966	0.857500016689	0.0437499992549
10.5	0.18125000596	0.752499997616	0.0939999967813
11.0	0.331999987364	0.563000023365	0.147750005126
11.5	0.463250011206	0.334500014782	0.247250005603
12.0	0.625999987125	0.137749999762	0.321000009775
12.5	0.748250007629	0.0492499992251	0.42175000906
13.0	0.847750008106	0.0610000006855	0.526250004768
