area1	b0	b1	b3
0.0	0.00875000003725	0.019999999553	0.0202500000596
0.5	0.0327499993145	0.077500000596	0.0295000001788
1.0	0.109499998391	0.228750005364	0.0450000017881
1.5	0.23749999702	0.416750013828	0.0740000009537
2.0	0.35150000453	0.617500007153	0.109499998391
2.5	0.509000003338	0.79724997282	0.157499998808
3.0	0.64200001955	0.891250014305	0.19525000453
3.5	0.766499996185	0.893750011921	0.235499992967
4.0	0.85799998045	0.796249985695	0.25624999404
4.5	0.881250023842	0.633249998093	0.282999992371
5.0	0.882250010967	0.426750004292	0.309249997139
5.5	0.82824999094	0.221499994397	0.305500000715
6.0	0.741249978542	0.0797500014305	0.306749999523
6.5	0.604250013828	0.0285000000149	0.290749996901
7.0	0.466749995947	0.074500001967	0.246500000358
7.5	0.314749985933	0.216999992728	0.210749998689
8.0	0.177000001073	0.432249993086	0.179250001907
8.5	0.0750000029802	0.663749992847	0.107249997556
9.0	0.0309999994934	0.821250021458	0.0604999996722
9.5	0.0320000015199	0.903750002384	0.0357500016689
10.0	0.0852499976754	0.874249994755	0.0327499993145
10.5	0.180250003934	0.746249973774	0.0480000004172
11.0	0.342000007629	0.554250001907	0.0804999992251
11.5	0.46875	0.333999991417	0.14374999702
12.0	0.618250012398	0.141499996185	0.194999992847
12.5	0.755249977112	0.0427500009537	0.261249989271
13.0	0.860499978065	0.0540000014007	0.316500008106
13.5	0.893249988556	0.160750001669	0.382250010967
14.0	0.88924998045	0.346749991179	0.402500003576
14.5	0.827000021935	0.587750017643	0.425249993801
15.0	0.742500007153	0.760500013828	0.424250006676
15.5	0.603999972343	0.87475001812	0.372500002384
16.0	0.444750010967	0.893249988556	0.339749991894
16.5	0.307249993086	0.806749999523	0.298999994993
17.0	0.178249999881	0.638249993324	0.230499997735
17.5	0.0815000012517	0.442000001669	0.170750007033
18.0	0.0430000014603	0.222249999642	0.105499997735
18.5	0.0407500006258	0.0715000033379	0.0740000009537
19.0	0.101000003517	0.0367499999702	0.0407500006258
19.5	0.203250005841	0.0957499966025	0.0412500016391
20.0	0.340249985456	0.287250012159	0.0665000006557
20.5	0.492500007153	0.462749987841	0.0952500030398
21.0	0.625500023365	0.674749970436	0.159999996424
21.5	0.758000016212	0.836250007153	0.20624999702
22.0	0.856249988079	0.895250022411	0.280750006437
22.5	0.901750028133	0.857249975204	0.33575001359
23.0	0.883499979973	0.721750020981	0.38275000453
23.5	0.833000004292	0.518499970436	0.41400000453
24.0	0.732500016689	0.310000002384	0.452250003815
24.5	0.580749988556	0.122000001371	0.410250008106
25.0	0.428250014782	0.051249999553	0.413500010967
25.5	0.298500001431	0.0734999999404	0.359750002623
26.0	0.154499992728	0.217749997973	0.30625000596
26.5	0.0804999992251	0.381999999285	0.250499993563
27.0	0.0494999997318	0.598749995232	0.187000006437
27.5	0.0822499990463	0.791499972343	0.120999999344
28.0	0.169249996543	0.885999977589	0.081749998033
28.5	0.275249987841	0.879249989986	0.0555000007153
29.0	0.420500010252	0.763249993324	0.0540000014007
29.5	0.559499979019	0.599749982357	0.0747499987483
30.0	0.682749986649	0.387499988079	0.110749997199
30.5	0.794499993324	0.19525000453	0.153500005603
31.0	0.862500011921	0.0812499970198	0.212249994278
31.5	0.934750020504	0.768499970436	0.134749993682
32.0	0.926500022411	0.126750007272	0.355500012636
32.5	0.910749971867	0.286500006914	0.40474998951
33.0	0.882499992847	0.496499985456	0.418999999762
33.5	0.820249974728	0.707249999046	0.472999989986
34.0	0.76550000906	0.837249994278	0.458999991417
34.5	0.70324999094	0.893249988556	0.461250007153
35.0	0.627499997616	0.839749991894	0.42974999547
35.5	0.588750004768	0.689999997616	0.375
36.0	0.541999995708	0.512750029564	0.333249986172
36.5	0.52974998951	0.304250001907	0.247250005603
37.0	0.54699999094	0.144999995828	0.194749996066
37.5	0.585250020027	0.0552500002086	0.158250004053
38.0	0.627749979496	0.0689999982715	0.106499999762
38.5	0.703999996185	0.177750006318	0.0935000032187
39.0	0.759750008583	0.372000008821	0.0670000016689
39.5	0.827000021935	0.591499984264	0.101750001311
40.0	0.871749997139	0.759249985218	0.131500005722
40.5	0.90600001812	0.87625002861	0.174750000238
41.0	0.915750026703	0.884000003338	0.213750004768
41.5	0.898999989033	0.799749970436	0.298750013113
42.0	0.85974997282	0.664250016212	0.361499994993
42.5	0.809499979019	0.44374999404	0.387250006199
43.0	0.737999975681	0.238749995828	0.455749988556
43.5	0.672999978065	0.117499999702	0.477750003338
44.0	0.615000009537	0.0542499981821	0.469249993563
44.5	0.566749989986	0.0947500020266	0.462999999523
45.0	0.544250011444	0.240999996662	0.439249992371
45.5	0.546249985695	0.419499993324	0.384000003338
46.0	0.580999970436	0.628000020981	0.365500003099
46.5	0.599749982357	0.807500004768	0.277749985456
47.0	0.652750015259	0.879000008106	0.216749995947
47.5	0.722249984741	0.860000014305	0.169249996543
48.0	0.784250020981	0.771000027657	0.12974999845
48.5	0.839500010014	0.593249976635	0.0917500033975
49.0	0.888999998569	0.36724999547	0.0864999964833
49.5	0.90649998188	0.201250001788	0.101000003517
50.0	0.902999997139	0.0855000019073	0.118000000715
50.5	0.869249999523	0.0630000010133	0.176750004292
51.0	0.824000000954	0.134000003338	0.21875
51.5	0.786499977112	0.288500010967	0.298999994993
