frequency	b0	b1	b2	b3	b3fit
4.5	0.704999983311	0.307000011206	0.544000029564	0.547999978065	0.545470484136
4.5005	0.657999992371	0.303000003099	0.565999984741	0.559000015259	0.545470512103
4.501	0.680000007153	0.291000008583	0.574999988079	0.560000002384	0.545470540432
4.5015	0.698000013828	0.289999991655	0.551999986172	0.574999988079	0.545470569128
4.502	0.67199999094	0.289999991655	0.545000016689	0.544000029564	0.545470598198
4.5025	0.671000003815	0.326999992132	0.54699999094	0.527000010014	0.545470627649
4.503	0.663999974728	0.300999999046	0.512000024319	0.528999984264	0.545470657487
4.5035	0.662000000477	0.266000002623	0.490999996662	0.555999994278	0.54547068772
4.504	0.657999992371	0.300999999046	0.527999997139	0.552999973297	0.545470718353
4.5045	0.663999974728	0.312999993563	0.509000003338	0.541999995708	0.545470749394
4.505	0.676999986172	0.319000005722	0.545000016689	0.582000017166	0.545470780851
4.5055	0.666999995708	0.321999996901	0.49200001359	0.524999976158	0.54547081273
4.506	0.677999973297	0.298999994993	0.503000020981	0.549000024796	0.54547084504
4.5065	0.675999999046	0.298000007868	0.504000008106	0.547999978065	0.545470877789
4.507	0.691999971867	0.282999992371	0.583000004292	0.541000008583	0.545470910983
4.5075	0.675000011921	0.293999999762	0.528999984264	0.550000011921	0.545470944632
4.508	0.676999986172	0.305000007153	0.537999987602	0.523000001907	0.545470978743
4.5085	0.677999973297	0.307000011206	0.555000007153	0.541000008583	0.545471013326
4.509	0.680999994278	0.319999992847	0.550000011921	0.560000002384	0.545471048389
4.5095	0.675000011921	0.293999999762	0.536000013351	0.541999995708	0.545471083941
4.51	0.711000025272	0.284000009298	0.555999994278	0.554000020027	0.54547111999
4.5105	0.689999997616	0.312999993563	0.561999976635	0.554000020027	0.545471156547
4.511	0.686999976635	0.293999999762	0.563000023365	0.526000022888	0.545471193621
4.5115	0.666000008583	0.286000013351	0.535000026226	0.521000027657	0.545471231221
4.512	0.695999979973	0.280999988317	0.545000016689	0.518000006676	0.545471269359
4.5125	0.681999981403	0.287999987602	0.52999997139	0.550999999046	0.545471308043
4.513	0.634999990463	0.316000014544	0.561999976635	0.523999989033	0.545471347284
4.5135	0.680000007153	0.277000010014	0.569999992847	0.522000014782	0.545471387094
4.514	0.694999992847	0.300999999046	0.552999973297	0.563000023365	0.545471427483
4.5145	0.665000021458	0.337999999523	0.551999986172	0.538999974728	0.545471468463
4.515	0.666000008583	0.31099998951	0.56099998951	0.54699999094	0.545471510045
4.5155	0.660000026226	0.316000014544	0.54699999094	0.546000003815	0.545471552241
4.516	0.662999987602	0.291000008583	0.538999974728	0.554000020027	0.545471595063
4.5165	0.658999979496	0.29699999094	0.570999979973	0.561999976635	0.545471638523
4.517	0.670000016689	0.303000003099	0.556999981403	0.568000018597	0.545471682635
4.5175	0.669000029564	0.303000003099	0.544000029564	0.519999980927	0.545471727411
4.518	0.666999995708	0.268000006676	0.550999999046	0.558000028133	0.545471772866
4.5185	0.662999987602	0.321999996901	0.532000005245	0.547999978065	0.545471819011
4.519	0.675000011921	0.319000005722	0.536000013351	0.570999979973	0.545471865863
4.5195	0.669000029564	0.298000007868	0.56400001049	0.53100001812	0.545471913434
4.52	0.694999992847	0.298999994993	0.535000026226	0.551999986172	0.545471961741
4.5205	0.681999981403	0.317000001669	0.550000011921	0.538999974728	0.545472010798
4.521	0.674000024796	0.27500000596	0.536000013351	0.537999987602	0.54547206062
4.5215	0.677999973297	0.300000011921	0.575999975204	0.554000020027	0.545472111225
4.522	0.647000014782	0.298999994993	0.556999981403	0.5	0.545472162627
4.5225	0.694999992847	0.294999986887	0.536000013351	0.578999996185	0.545472214845
4.523	0.68900001049	0.326000005007	0.569000005722	0.541999995708	0.545472267895
4.5235	0.68900001049	0.296000003815	0.569000005722	0.554000020027	0.545472321796
4.524	0.686999976635	0.293999999762	0.533999979496	0.536000013351	0.545472376565
4.5245	0.671000003815	0.268000006676	0.544000029564	0.56099998951	0.545472432222
4.525	0.666999995708	0.303999990225	0.561999976635	0.558000028133	0.545472488785
4.5255	0.675000011921	0.266999989748	0.527999997139	0.572000026703	0.545472546274
4.526	0.652000010014	0.31099998951	0.575999975204	0.53100001812	0.54547260471
4.5265	0.68900001049	0.303000003099	0.568000018597	0.526000022888	0.545472664114
4.527	0.685000002384	0.301999986172	0.550999999046	0.541999995708	0.545472724507
4.5275	0.683000028133	0.298999994993	0.552999973297	0.554000020027	0.545472785911
4.528	0.680000007153	0.307999998331	0.541000008583	0.560000002384	0.545472848348
4.5285	0.652999997139	0.24699999392	0.544000029564	0.564999997616	0.545472911844
4.529	0.661000013351	0.294999986887	0.528999984264	0.526000022888	0.54547297642
4.5295	0.695999979973	0.298999994993	0.569000005722	0.550999999046	0.545473042102
4.53	0.672999978065	0.308999985456	0.578999996185	0.53100001812	0.545473108915
4.5305	0.680999994278	0.300000011921	0.550999999046	0.537000000477	0.545473176886
4.531	0.726000010967	0.303999990225	0.513999998569	0.524999976158	0.545473246041
4.5315	0.648999989033	0.298000007868	0.527999997139	0.540000021458	0.545473316409
4.532	0.689999997616	0.293000012636	0.560000002384	0.579999983311	0.545473388016
4.5325	0.662000000477	0.298000007868	0.533999979496	0.532000005245	0.545473460894
4.533	0.675999999046	0.270999997854	0.501999974251	0.559000015259	0.545473535071
4.5335	0.691999971867	0.342000007629	0.483999997377	0.518999993801	0.54547361058
4.534	0.667999982834	0.303999990225	0.547999978065	0.527000010014	0.545473687451
4.5345	0.693000018597	0.300999999046	0.556999981403	0.532000005245	0.545473765719
4.535	0.649999976158	0.300000011921	0.569000005722	0.540000021458	0.545473845417
4.5355	0.658999979496	0.319000005722	0.569999992847	0.509000003338	0.54547392658
4.536	0.675999999046	0.31400001049	0.546000003815	0.52999997139	0.545474009245
4.5365	0.669000029564	0.268999993801	0.56099998951	0.551999986172	0.545474093448
4.537	0.638000011444	0.303999990225	0.546000003815	0.545000016689	0.545474179228
4.5375	0.675999999046	0.291000008583	0.470999985933	0.537999987602	0.545474266625
4.538	0.680000007153	0.300999999046	0.582000017166	0.570999979973	0.54547435568
4.5385	0.674000024796	0.300000011921	0.545000016689	0.570999979973	0.545474446434
4.539	0.657999992371	0.31400001049	0.536000013351	0.559000015259	0.545474538931
4.5395	0.675999999046	0.282999992371	0.555000007153	0.541000008583	0.545474633217
4.54	0.675000011921	0.28900000453	0.550000011921	0.559000015259	0.545474729337
4.5405	0.672999978065	0.280000001192	0.52999997139	0.538999974728	0.545474827339
4.541	0.679000020027	0.282000005245	0.561999976635	0.519999980927	0.545474927274
4.5415	0.675999999046	0.300999999046	0.566999971867	0.545000016689	0.545475029191
4.542	0.651000022888	0.308999985456	0.556999981403	0.550000011921	0.545475133145
4.5425	0.670000016689	0.303999990225	0.572000026703	0.555999994278	0.545475239188
4.543	0.648000001907	0.301999986172	0.544000029564	0.547999978065	0.545475347379
4.5435	0.694000005722	0.31400001049	0.560000002384	0.513999998569	0.545475457775
4.544	0.686999976635	0.312999993563	0.583999991417	0.551999986172	0.545475570437
4.5445	0.684000015259	0.321000009775	0.541999995708	0.555000007153	0.545475685426
4.545	0.694999992847	0.296000003815	0.540000021458	0.532000005245	0.545475802808
4.5455	0.708000004292	0.328999996185	0.56099998951	0.535000026226	0.54547592265
4.546	0.65600001812	0.300000011921	0.481999993324	0.53100001812	0.545476045019
4.5465	0.67199999094	0.305999994278	0.535000026226	0.538999974728	0.54547616999
4.547	0.683000028133	0.330000013113	0.509000003338	0.565999984741	0.545476297634
4.5475	0.661000013351	0.307000011206	0.54699999094	0.551999986172	0.54547642803
4.548	0.68900001049	0.328999996185	0.547999978065	0.561999976635	0.545476561257
4.5485	0.699999988079	0.293999999762	0.56400001049	0.522000014782	0.545476697397
4.549	0.665000021458	0.317000001669	0.549000024796	0.541999995708	0.545476836536
4.5495	0.652999997139	0.29699999094	0.535000026226	0.532999992371	0.545476978763
4.55	0.681999981403	0.323000013828	0.550999999046	0.510999977589	0.545477124169
4.5505	0.670000016689	0.330000013113	0.56099998951	0.540000021458	0.545477272851
4.551	0.657999992371	0.305999994278	0.589999973774	0.537999987602	0.545477424907
4.5515	0.669000029564	0.301999986172	0.575999975204	0.541000008583	0.54547758044
4.552	0.680999994278	0.312999993563	0.570999979973	0.512000024319	0.545477739557
4.5525	0.674000024796	0.305000007153	0.519999980927	0.569999992847	0.545477902369
4.553	0.669000029564	0.298999994993	0.535000026226	0.537000000477	0.545478068992
4.5535	0.674000024796	0.28900000453	0.493999987841	0.573000013828	0.545478239545
4.554	0.660000026226	0.301999986172	0.526000022888	0.566999971867	0.545478414152
4.5545	0.693000018597	0.314999997616	0.555000007153	0.527000010014	0.545478592943
4.555	0.68599998951	0.308999985456	0.573000013828	0.547999978065	0.545478776054
4.5555	0.686999976635	0.314999997616	0.479000002146	0.555000007153	0.545478963623
4.556	0.65600001812	0.305999994278	0.499000012875	0.527000010014	0.545479155798
4.5565	0.666000008583	0.293999999762	0.586000025272	0.554000020027	0.54547935273
4.557	0.666999995708	0.328999996185	0.518999993801	0.546000003815	0.545479554577
4.5575	0.670000016689	0.323000013828	0.524999976158	0.577000021935	0.545479761505
4.558	0.708999991417	0.286000013351	0.569999992847	0.555999994278	0.545479973685
4.5585	0.698000013828	0.321999996901	0.564999997616	0.558000028133	0.545480191297
4.559	0.703999996185	0.277999997139	0.533999979496	0.558000028133	0.545480414527
4.5595	0.667999982834	0.275999993086	0.528999984264	0.556999981403	0.54548064357
4.56	0.667999982834	0.287000000477	0.481000006199	0.519999980927	0.545480878631
4.5605	0.662999987602	0.314999997616	0.458000004292	0.524999976158	0.545481119921
4.561	0.667999982834	0.277000010014	0.524999976158	0.514999985695	0.545481367664
4.5615	0.657000005245	0.293000012636	0.537999987602	0.54699999094	0.54548162209
4.562	0.680000007153	0.268999993801	0.501999974251	0.522000014782	0.545481883443
4.5625	0.652999997139	0.287000000477	0.448000013828	0.542999982834	0.545482151976
4.563	0.681999981403	0.287000000477	0.474000006914	0.568000018597	0.545482427955
4.5635	0.694999992847	0.284000009298	0.449999988079	0.538999974728	0.545482711657
4.564	0.674000024796	0.282000005245	0.518999993801	0.547999978065	0.545483003374
4.5645	0.657000005245	0.291999995708	0.54699999094	0.559000015259	0.54548330341
4.565	0.676999986172	0.28900000453	0.528999984264	0.551999986172	0.545483612084
4.5655	0.646000027657	0.277000010014	0.54699999094	0.554000020027	0.545483929731
4.566	0.674000024796	0.326000005007	0.507000029087	0.524999976158	0.545484256702
4.5665	0.68599998951	0.261000007391	0.518999993801	0.549000024796	0.545484593366
4.567	0.653999984264	0.298000007868	0.513000011444	0.558000028133	0.54548494011
4.5675	0.652000010014	0.287999987602	0.521000027657	0.560000002384	0.545485297339
4.568	0.680999994278	0.287999987602	0.493000000715	0.552999973297	0.545485665482
4.5685	0.65600001812	0.293000012636	0.483999997377	0.583999991417	0.545486044987
4.569	0.660000026226	0.268000006676	0.490999996662	0.552999973297	0.545486436326
4.5695	0.686999976635	0.291999995708	0.469000011683	0.544000029564	0.545486839997
4.57	0.65499997139	0.266999989748	0.458000004292	0.554000020027	0.545487256523
4.5705	0.683000028133	0.298999994993	0.451999992132	0.559000015259	0.545487686455
4.571	0.672999978065	0.259999990463	0.47499999404	0.514999985695	0.545488130376
4.5715	0.686999976635	0.279000014067	0.458999991417	0.570999979973	0.545488588898
4.572	0.676999986172	0.284999996424	0.518999993801	0.551999986172	0.54548906267
4.5725	0.671000003815	0.303000003099	0.538999974728	0.555000007153	0.545489552373
4.573	0.658999979496	0.305999994278	0.483000010252	0.554000020027	0.545490058732
4.5735	0.663999974728	0.29699999094	0.467999994755	0.535000026226	0.54549058251
4.574	0.670000016689	0.28900000453	0.444999992847	0.551999986172	0.545491124514
4.5745	0.674000024796	0.275999993086	0.546000003815	0.551999986172	0.5454916856
4.575	0.680000007153	0.301999986172	0.545000016689	0.540000021458	0.545492266675
4.5755	0.665000021458	0.303999990225	0.568000018597	0.556999981403	0.545492868699
4.576	0.68599998951	0.301999986172	0.504000008106	0.528999984264	0.545493492691
4.5765	0.674000024796	0.287999987602	0.561999976635	0.552999973297	0.545494139733
4.577	0.669000029564	0.280999988317	0.52999997139	0.542999982834	0.545494810974
4.5775	0.708999991417	0.301999986172	0.532999992371	0.558000028133	0.545495507635
4.578	0.662999987602	0.293000012636	0.542999982834	0.519999980927	0.545496231017
4.5785	0.663999974728	0.29699999094	0.540000021458	0.518999993801	0.545496982503
4.579	0.662999987602	0.273999989033	0.522000014782	0.569999992847	0.545497763569
4.5795	0.672999978065	0.286000013351	0.51700001955	0.556999981403	0.545498575785
4.58	0.649999976158	0.312000006437	0.500999987125	0.541000008583	0.545499420832
4.5805	0.68900001049	0.289999991655	0.563000023365	0.552999973297	0.545500300501
4.581	0.662999987602	0.286000013351	0.555000007153	0.483999997377	0.54550121671
4.5815	0.699999988079	0.314999997616	0.568000018597	0.559000015259	0.545502171511
4.582	0.697000026703	0.300999999046	0.549000024796	0.497000008821	0.545503167101
4.5825	0.666999995708	0.291000008583	0.561999976635	0.522000014782	0.545504205836
4.583	0.680999994278	0.31099998951	0.560000002384	0.546000003815	0.545505290245
4.5835	0.675999999046	0.28900000453	0.549000024796	0.532000005245	0.545506423045
4.584	0.648000001907	0.300000011921	0.538999974728	0.537000000477	0.545507607158
4.5845	0.683000028133	0.284999996424	0.555000007153	0.559000015259	0.545508845729
4.585	0.68900001049	0.310000002384	0.522000014782	0.550999999046	0.545510142148
4.5855	0.697000026703	0.268000006676	0.560000002384	0.572000026703	0.545511500074
4.586	0.691999971867	0.312999993563	0.573000013828	0.544000029564	0.545512923458
4.5865	0.684000015259	0.287999987602	0.561999976635	0.566999971867	0.545514416575
4.587	0.665000021458	0.287999987602	0.537000000477	0.577000021935	0.545515984053
4.5875	0.677999973297	0.300999999046	0.550000011921	0.513999998569	0.545517630911
4.588	0.684000015259	0.289999991655	0.532000005245	0.583999991417	0.545519362601
4.5885	0.688000023365	0.308999985456	0.556999981403	0.552999973297	0.545521185046
4.589	0.697000026703	0.289999991655	0.577000021935	0.538999974728	0.545523104698
4.5895	0.680000007153	0.279000014067	0.554000020027	0.563000023365	0.545525128594
4.59	0.675999999046	0.284999996424	0.546000003815	0.536000013351	0.545527264415
4.5905	0.661000013351	0.279000014067	0.508000016212	0.532999992371	0.545529520565
4.591	0.674000024796	0.296000003815	0.546000003815	0.564999997616	0.545531906252
4.5915	0.686999976635	0.316000014544	0.57800000906	0.541999995708	0.545534431581
4.592	0.689999997616	0.298000007868	0.523999989033	0.558000028133	0.545537107659
4.5925	0.67199999094	0.287999987602	0.514999985695	0.586000025272	0.545539946722
4.593	0.675999999046	0.312000006437	0.555000007153	0.569000005722	0.545542962271
4.5935	0.708000004292	0.298000007868	0.533999979496	0.545000016689	0.545546169234
4.594	0.691999971867	0.289999991655	0.545000016689	0.528999984264	0.545549584151
4.5945	0.665000021458	0.305000007153	0.532999992371	0.538999974728	0.545553225386
4.595	0.680999994278	0.280000001192	0.555000007153	0.514999985695	0.545557113374
4.5955	0.648000001907	0.335000008345	0.56099998951	0.549000024796	0.545561270908
4.596	0.685000002384	0.300000011921	0.537999987602	0.52999997139	0.545565723473
4.5965	0.67199999094	0.324000000954	0.532999992371	0.546000003815	0.545570499637
4.597	0.685000002384	0.300999999046	0.532999992371	0.523000001907	0.545575631508
4.5975	0.705999970436	0.305000007153	0.552999973297	0.533999979496	0.545581155274
4.598	0.680999994278	0.275999993086	0.540000021458	0.545000016689	0.545587111838
4.5985	0.675999999046	0.298999994993	0.560000002384	0.524999976158	0.545593547582
4.599	0.663999974728	0.298999994993	0.545000016689	0.556999981403	0.545600515259
4.5995	0.686999976635	0.31099998951	0.538999974728	0.522000014782	0.545608075085
4.6	0.669000029564	0.312999993563	0.519999980927	0.555999994278	0.545616296028
4.6005	0.699000000954	0.303000003099	0.550000011921	0.559000015259	0.54562525739
4.601	0.693000018597	0.323000013828	0.542999982834	0.587999999523	0.54563505071
4.6015	0.667999982834	0.275999993086	0.570999979973	0.541999995708	0.545645782106
4.602	0.677999973297	0.284999996424	0.546000003815	0.526000022888	0.545657575143
4.6025	0.666000008583	0.273999989033	0.503000020981	0.555999994278	0.545670574392
4.603	0.639999985695	0.280999988317	0.512000024319	0.522000014782	0.545684949852
4.6035	0.64200001955	0.296000003815	0.519999980927	0.544000029564	0.545700902505
4.604	0.683000028133	0.273000001907	0.532000005245	0.558000028133	0.545718671334
4.6045	0.693000018597	0.284999996424	0.54699999094	0.532999992371	0.545738542262
4.605	0.667999982834	0.277000010014	0.527999997139	0.532000005245	0.545760859642
4.6055	0.688000023365	0.300999999046	0.555000007153	0.508000016212	0.545786041152
4.606	0.661000013351	0.312000006437	0.545000016689	0.574999988079	0.545814597313
4.6065	0.713999986649	0.284999996424	0.542999982834	0.526000022888	0.545847157319
4.607	0.676999986172	0.293000012636	0.537999987602	0.523000001907	0.54588450363
4.6075	0.683000028133	0.280999988317	0.538999974728	0.546000003815	0.545927618885
4.608	0.658999979496	0.284999996424	0.522000014782	0.552999973297	0.545977750382
4.6085	0.674000024796	0.28900000453	0.522000014782	0.547999978065	0.546036500049
4.609	0.675000011921	0.307000011206	0.524999976158	0.540000021458	0.546105952006
4.6095	0.685000002384	0.28900000453	0.523000001907	0.532999992371	0.546188856726
4.61	0.691999971867	0.282000005245	0.493999987841	0.547999978065	0.546288902169
4.6105	0.665000021458	0.29699999094	0.521000027657	0.570999979973	0.546411121787
4.611	0.689999997616	0.277999997139	0.532000005245	0.560000002384	0.54656252362
4.6115	0.670000016689	0.284000009298	0.479000002146	0.550000011921	0.546753086984
4.612	0.680999994278	0.286000013351	0.527999997139	0.564999997616	0.546997390447
4.6125	0.672999978065	0.287000000477	0.532999992371	0.521000027657	0.547317363758
4.613	0.663999974728	0.293999999762	0.477999985218	0.582000017166	0.547747122942
4.6135	0.674000024796	0.279000014067	0.545000016689	0.561999976635	0.548341841705
4.614	0.697000026703	0.28900000453	0.532000005245	0.552999973297	0.549194826575
4.6145	0.671000003815	0.303999990225	0.490000009537	0.507000029087	0.55047208561
4.615	0.681999981403	0.303999990225	0.518999993801	0.544000029564	0.55248562044
