frequency	b0	b1	b2	b3	b3fit
4.6155	0.691999971867	0.29699999094	0.54699999094	0.578999996185	0.555851457715
4.616	0.694999992847	0.31400001049	0.533999979496	0.547999978065	0.561791845715
4.6165	0.662000000477	0.282000005245	0.513000011444	0.570999979973	0.572237639796
4.617	0.688000023365	0.319999992847	0.536000013351	0.544000029564	0.586130270464
4.6175	0.691999971867	0.301999986172	0.442999988794	0.573000013828	0.589001858835
4.618	0.661000013351	0.31400001049	0.503000020981	0.561999976635	0.576247574521
4.6185	0.660000026226	0.28900000453	0.442999988794	0.550999999046	0.564283145565
4.619	0.658999979496	0.31400001049	0.497000008821	0.521000027657	0.557239563845
4.6195	0.684000015259	0.284000009298	0.458999991417	0.560000002384	0.553286843473
4.62	0.694000005722	0.303999990225	0.493000000715	0.552999973297	0.550962870229
4.6205	0.648000001907	0.293999999762	0.43599998951	0.547999978065	0.54951283968
4.621	0.666000008583	0.303999990225	0.507000029087	0.547999978065	0.548558029136
4.6215	0.702000021935	0.27500000596	0.507000029087	0.542999982834	0.547900079582
4.622	0.703999996185	0.298999994993	0.552999973297	0.555999994278	0.547429242822
4.6225	0.67199999094	0.312999993563	0.537999987602	0.591000020504	0.547081536373
4.623	0.681999981403	0.279000014067	0.528999984264	0.541999995708	0.54681788418
4.6235	0.681999981403	0.31099998951	0.518999993801	0.535000026226	0.546613436261
4.624	0.677999973297	0.264999985695	0.54699999094	0.537000000477	0.546451825781
4.6245	0.665000021458	0.291999995708	0.514999985695	0.549000024796	0.546321939823
4.625	0.690999984741	0.296000003815	0.555999994278	0.560000002384	0.546216029548
4.6255	0.666000008583	0.270000010729	0.509999990463	0.546000003815	0.546128564196
4.626	0.697000026703	0.277000010014	0.528999984264	0.572000026703	0.546055513906
4.6265	0.699000000954	0.303000003099	0.550999999046	0.51700001955	0.545993888079
4.627	0.68599998951	0.284999996424	0.51700001955	0.540000021458	0.5459414307
4.6275	0.675000011921	0.319000005722	0.523000001907	0.51599997282	0.545896414662
4.628	0.683000028133	0.287000000477	0.528999984264	0.552999973297	0.545857500066
4.6285	0.675000011921	0.282000005245	0.521000027657	0.555999994278	0.545823634808
4.629	0.675000011921	0.282999992371	0.490999996662	0.565999984741	0.545793983634
4.6295	0.676999986172	0.287999987602	0.555000007153	0.537999987602	0.545767876754
4.63	0.657000005245	0.319999992847	0.528999984264	0.56099998951	0.545744772088
4.6305	0.681999981403	0.282999992371	0.51599997282	0.568000018597	0.545724227177
4.631	0.660000026226	0.28900000453	0.43599998951	0.526000022888	0.545705878029
4.6315	0.698000013828	0.307999998331	0.497000008821	0.563000023365	0.545689423025
4.632	0.671000003815	0.317999988794	0.481999993324	0.564999997616	0.545674610534
4.6325	0.657000005245	0.298999994993	0.513999998569	0.550999999046	0.545661229306
4.633	0.662999987602	0.293999999762	0.546000003815	0.541000008583	0.545649100949
4.6335	0.666999995708	0.298000007868	0.522000014782	0.533999979496	0.545638073991
4.634	0.666999995708	0.316000014544	0.486999988556	0.550000011921	0.545628019149
4.6345	0.676999986172	0.298999994993	0.486999988556	0.555999994278	0.545618825549
4.635	0.637000024319	0.296000003815	0.451000005007	0.555000007153	0.545610397667
4.6355	0.672999978065	0.277999997139	0.49200001359	0.569999992847	0.545602652854
4.636	0.679000020027	0.300999999046	0.493000000715	0.528999984264	0.545595519306
4.6365	0.666999995708	0.298999994993	0.43900001049	0.547999978065	0.545588934405
4.637	0.670000016689	0.280000001192	0.5	0.54699999094	0.545582843344
4.6375	0.672999978065	0.317999988794	0.519999980927	0.54699999094	0.545577197987
4.638	0.669000029564	0.310000002384	0.555000007153	0.559000015259	0.545571955919
4.6385	0.674000024796	0.28900000453	0.541999995708	0.523999989033	0.545567079648
4.639	0.68900001049	0.296000003815	0.541000008583	0.537000000477	0.54556253594
4.6395	0.658999979496	0.279000014067	0.542999982834	0.544000029564	0.545558295245
4.64	0.665000021458	0.321000009775	0.545000016689	0.546000003815	0.545554331225
4.6405	0.639999985695	0.293000012636	0.536000013351	0.56099998951	0.545550620338
4.641	0.680000007153	0.301999986172	0.532000005245	0.546000003815	0.545547141494
4.6415	0.666999995708	0.321000009775	0.509999990463	0.564999997616	0.545543875754
4.642	0.666999995708	0.293999999762	0.493999987841	0.564999997616	0.545540806069
4.6425	0.68599998951	0.284999996424	0.513000011444	0.550999999046	0.545537917063
4.643	0.662999987602	0.27500000596	0.523000001907	0.53100001812	0.545535194836
4.6435	0.68599998951	0.284999996424	0.512000024319	0.573000013828	0.5455326268
4.644	0.674000024796	0.275999993086	0.51700001955	0.52999997139	0.545530201532
4.6445	0.679000020027	0.308999985456	0.508000016212	0.566999971867	0.545527908645
4.645	0.649999976158	0.298999994993	0.500999987125	0.563000023365	0.545525738683
4.6455	0.681999981403	0.268000006676	0.497000008821	0.556999981403	0.545523683016
4.646	0.683000028133	0.328999996185	0.483000010252	0.544000029564	0.545521733759
4.6465	0.690999984741	0.277999997139	0.524999976158	0.550999999046	0.545519883695
4.647	0.68900001049	0.291999995708	0.518999993801	0.547999978065	0.54551812621
4.6475	0.661000013351	0.286000013351	0.472999989986	0.53100001812	0.545516455229
4.648	0.670000016689	0.308999985456	0.458000004292	0.537000000477	0.54551486517
4.6485	0.658999979496	0.296000003815	0.446000009775	0.566999971867	0.545513350892
4.649	0.625	0.293999999762	0.444000005722	0.555000007153	0.545511907656
4.6495	0.676999986172	0.291999995708	0.43900001049	0.550999999046	0.545510531089
4.65	0.674000024796	0.301999986172	0.448000013828	0.546000003815	0.545509217148
4.6505	0.665000021458	0.326000005007	0.437999993563	0.558000028133	0.545507962092
4.651	0.639999985695	0.317000001669	0.462999999523	0.554000020027	0.545506762455
4.6515	0.65600001812	0.291000008583	0.504000008106	0.519999980927	0.545505615022
4.652	0.684000015259	0.284999996424	0.551999986172	0.550000011921	0.54550451681
4.6525	0.643000006676	0.305999994278	0.554000020027	0.544000029564	0.545503465042
4.653	0.65499997139	0.29699999094	0.583000004292	0.521000027657	0.545502457138
4.6535	0.677999973297	0.291000008583	0.527000010014	0.566999971867	0.545501490692
4.654	0.662000000477	0.317999988794	0.537000000477	0.527999997139	0.545500563462
4.6545	0.671000003815	0.273000001907	0.514999985695	0.542999982834	0.545499673355
4.655	0.671000003815	0.272000014782	0.542999982834	0.535000026226	0.545498818416
4.6555	0.660000026226	0.291000008583	0.481999993324	0.544000029564	0.545497996817
4.656	0.674000024796	0.29699999094	0.497000008821	0.524999976158	0.545497206847
4.6565	0.661000013351	0.310000002384	0.432000011206	0.564999997616	0.545496446903
4.657	0.691999971867	0.28900000453	0.465000003576	0.560000002384	0.545495715483
4.6575	0.67199999094	0.280000001192	0.469999998808	0.584999978542	0.545495011177
4.658	0.669000029564	0.284000009298	0.460000008345	0.549000024796	0.545494332663
4.6585	0.637000024319	0.28900000453	0.462999999523	0.563000023365	0.545493678695
4.659	0.670000016689	0.293000012636	0.500999987125	0.532000005245	0.545493048105
4.6595	0.658999979496	0.282999992371	0.453999996185	0.56099998951	0.545492439792
4.66	0.680000007153	0.272000014782	0.462999999523	0.549000024796	0.545491852718
4.6605	0.64200001955	0.270999997854	0.418000012636	0.549000024796	0.545491285906
4.661	0.646000027657	0.273999989033	0.495999991894	0.555999994278	0.545490738435
4.6615	0.65499997139	0.298000007868	0.458000004292	0.527999997139	0.545490209435
4.662	0.661000013351	0.268000006676	0.535000026226	0.552999973297	0.545489698084
4.6625	0.675999999046	0.284999996424	0.483000010252	0.532000005245	0.545489203607
4.663	0.666999995708	0.296000003815	0.456000000238	0.537999987602	0.545488725268
4.6635	0.665000021458	0.279000014067	0.49200001359	0.537999987602	0.545488262373
4.664	0.675000011921	0.312999993563	0.488000005484	0.556999981403	0.545487814265
4.6645	0.697000026703	0.282000005245	0.449000000954	0.556999981403	0.54548738032
4.665	0.652000010014	0.287999987602	0.463999986649	0.566999971867	0.545486959948
4.6655	0.669000029564	0.300999999046	0.45300000906	0.53100001812	0.545486552589
4.666	0.653999984264	0.277999997139	0.476000010967	0.555999994278	0.545486157711
4.6665	0.690999984741	0.308999985456	0.533999979496	0.541999995708	0.545485774809
4.667	0.681999981403	0.298999994993	0.497999995947	0.51700001955	0.545485403405
4.6675	0.658999979496	0.28900000453	0.522000014782	0.523000001907	0.545485043042
4.668	0.680000007153	0.280999988317	0.519999980927	0.540000021458	0.545484693288
4.6685	0.683000028133	0.279000014067	0.526000022888	0.573000013828	0.545484353729
4.669	0.680000007153	0.293999999762	0.532000005245	0.560000002384	0.545484023974
4.6695	0.686999976635	0.293999999762	0.541999995708	0.551999986172	0.545483703648
4.67	0.674000024796	0.254999995232	0.569999992847	0.574999988079	0.545483392396
4.6705	0.660000026226	0.280000001192	0.568000018597	0.547999978065	0.545483089879
4.671	0.67199999094	0.287999987602	0.573000013828	0.51599997282	0.545482795772
4.6715	0.669000029564	0.279000014067	0.549000024796	0.550000011921	0.545482509766
4.672	0.643999993801	0.308999985456	0.532999992371	0.537000000477	0.545482231567
4.6725	0.683000028133	0.277000010014	0.574000000954	0.541999995708	0.545481960894
4.673	0.686999976635	0.293999999762	0.550000011921	0.509999990463	0.545481697476
4.6735	0.657999992371	0.293000012636	0.544000029564	0.536000013351	0.545481441058
4.674	0.675999999046	0.280000001192	0.541999995708	0.541000008583	0.545481191394
4.6745	0.68599998951	0.273000001907	0.560000002384	0.541000008583	0.545480948248
4.675	0.657000005245	0.277000010014	0.541000008583	0.546000003815	0.545480711395
4.6755	0.666000008583	0.277999997139	0.527999997139	0.542999982834	0.54548048062
4.676	0.699000000954	0.264999985695	0.469000011683	0.541000008583	0.545480255718
